timestamp actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5
2600.04 3.5952674807049334e-05 -1.5708444754229944 -7.18275653284195e-05 -1.5708444754229944 4.793690095539205e-05 0.0 0.0 -0.0007669904152862728 -0.0 0.0 0.0 0.0 0.0025519009254981306 -0.38140033549073904 0.6941392682304174 1.5712594798365316 0.005414479437828314 0.00526871200504015
2600.048 0.0 -1.5708563963519495 -8.374849428349762e-05 -1.570820156727926 3.5952674807049334e-05 -2.366701234990387e-05 0.0 -0.0007669904152862728 -0.0 0.0 0.0 0.0 0.0025429115873806035 -0.3814004470986811 0.6941392277687817 1.571259600014045 0.0053950376582581035 0.005212843784169533
2600.056 3.5952674807049334e-05 -1.5708563963519495 -9.566942323857575e-05 -1.5708444754229944 4.793690095539205e-05 -2.366701234990387e-05 0.0 -0.0007669904152862728 -0.0 0.0 0.0 0.0 0.0025654757611738317 -0.3814003034547253 0.6941392155687542 1.5712594117853838 0.0054611498381008875 0.005222024513227785
2600.064 1.1984225238848012e-05 -1.5708683172809046 -3.5587941304981996e-05 -1.5708320776568812 5.992112710373476e-05 -1.1746083394825746e-05 0.0 -0.000690291344653815 -0.0 0.0 0.0 0.0 0.0025470481271087165 -0.3814004295059882 0.6941392384612505 1.571259625815084 0.005394834020628366 0.005269585374144704
2600.0719999999997 3.5952674807049334e-05 -1.5708444754229944 -4.7985707418263246e-05 -1.570820156727926 5.992112710373476e-05 -4.7985707418263246e-05 0.0 -0.0005944175645709038 -0.0 0.0 0.0 0.0 0.002545942566519162 -0.38140035901525504 0.6941392900024692 1.5712594001166353 0.005423771307124631 0.005278289139671382
2600.08 3.5952674807049334e-05 -1.5708921591388147 -4.7985707418263246e-05 -1.5708563963519495 5.992112710373476e-05 -2.366701234990387e-05 0.0 -0.000517718552146107 -0.0 0.0 0.0 0.0 0.002574888148129551 -0.3814003374914311 0.6941391637947721 1.5712595223381511 0.005470592884659446 0.005231478314087984
2600.0879999999997 7.190534961409867e-05 -1.5708444754229944 -7.18275653284195e-05 -1.5708320776568812 7.190534961409867e-05 -1.1746083394825746e-05 0.0 -0.00046019424917176366 -0.0 0.0 0.0 0.0 0.002571005522326641 -0.38140020594460644 0.6941392677863807 1.5712593647100614 0.005461029916515128 0.005316293748013129
2600.096 1.1984225238848012e-05 -1.5708802382098597 -5.990663637334137e-05 -1.5708444754229944 5.992112710373476e-05 -2.366701234990387e-05 0.0 -0.0004218447138555348 -0.0 0.0 0.0 0.0 0.002561821610905707 -0.38140039010373994 0.6941391848352069 1.5712595573484063 0.005442389325609667 0.005222009993132195
2600.104 2.3968450477696024e-05 -1.5708802382098597 -7.18275653284195e-05 -1.5708320776568812 5.992112710373476e-05 1.1984225238848012e-05 0.0 -0.0003834952076431364 -0.0 0.0 0.0 0.0 0.0025688911869891106 -0.3814003505725515 0.6941391745397942 1.5712596839044992 0.005423413199937616 0.00525978260591372
2600.112 3.5952674807049334e-05 -1.5708444754229944 -0.000119511281148732 -1.5708320776568812 7.190534961409867e-05 -4.7985707418263246e-05 0.0 -0.0003451456723269075 -0.0 0.0 0.0 0.0 0.0025715140680973095 -0.3814002344699844 0.6941392244634763 1.5712592589277414 0.005498679061046277 0.0052221214196568316
2600.12 4.793690095539205e-05 -1.5708683172809046 -0.000119511281148732 -1.5708444754229944 1.1984225238848012e-05 -3.5587941304981996e-05 0.0 -0.00032597093377262354 -0.0 0.0 0.0 0.0 0.002573948366845495 -0.38140030697174265 0.6941391646484165 1.5712594240752298 0.005479784043363708 0.005165717010628165
2600.1279999999997 -1.1746083394825746e-05 -1.5708921591388147 -8.374849428349762e-05 -1.5708444754229944 3.5952674807049334e-05 1.1984225238848012e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.0025598970175146427 -0.38140046345726786 0.6941391330612268 1.571259783837774 0.005404998826930093 0.005184432032418655
2600.136 1.1984225238848012e-05 -1.5708802382098597 -8.374849428349762e-05 -1.5708320776568812 4.793690095539205e-05 -1.1746083394825746e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.0025646512865007843 -0.38140038762498196 0.6941391642861683 1.5712596351119033 0.005432589376205584 0.0052129485218835375
2600.144 4.793690095539205e-05 -1.5708444754229944 -3.5587941304981996e-05 -1.5708683172809046 5.992112710373476e-05 -2.366701234990387e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.0025509197746827438 -0.3814003175076506 0.6941392992242479 1.5712593131060473 0.005442181984055753 0.005278718048949562
2600.152 4.793690095539205e-05 -1.5708802382098597 -8.374849428349762e-05 -1.570796314870016 4.793690095539205e-05 -3.5587941304981996e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.0025753162315995367 -0.38140031564196697 0.694139165664546 1.5712596005113855 0.00545147335217237 0.005250545718336034
2600.16 3.5952674807049334e-05 -1.5708563963519495 -9.566942323857575e-05 -1.5708320776568812 4.793690095539205e-05 -1.1746083394825746e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.0025644193229603135 -0.38140031053816803 0.6941392160594383 1.5712594942681621 0.005442045726284917 0.005241122412891739
2600.1679999999997 2.3968450477696024e-05 -1.5708563963519495 -7.18275653284195e-05 -1.570820156727926 5.992112710373476e-05 -3.5587941304981996e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.002554946615715624 -0.38140035762564606 0.6941392375538947 1.5712594803604356 0.0054326930431377405 0.005250511220969361
2600.176 3.5952674807049334e-05 -1.5708921591388147 -4.7985707418263246e-05 -1.5708563963519495 5.992112710373476e-05 -3.5587941304981996e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.002574888148129551 -0.3814003374914311 0.6941391637947721 1.5712594811876797 0.005479958291432013 0.005222117248202823
2600.1839999999997 3.5952674807049334e-05 -1.5708802382098597 -9.566942323857575e-05 -1.570820156727926 5.992112710373476e-05 1.1984225238848012e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.0025795566202015596 -0.3814002947384951 0.6941391533078086 1.571259673426999 0.00544217619944515 0.00525981452780185
2600.192 4.793690095539205e-05 -1.5708802382098597 -7.18275653284195e-05 -1.5708444754229944 5.992112710373476e-05 0.0 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.0025790891997863243 -0.38140028179451957 0.6941391740091349 1.5712595533766072 0.005461397430165477 0.0052594565428579826
2600.2 5.992112710373476e-05 -1.5708563963519495 -8.374849428349762e-05 -1.5708444754229944 5.992112710373476e-05 -2.366701234990387e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.00257428644758732 -0.38140023557688246 0.6941392257910535 1.5712593547659561 0.005480032035427615 0.005259634832835728
2600.208 7.190534961409867e-05 -1.5708802382098597 -5.990663637334137e-05 -1.5708320776568812 7.190534961409867e-05 -2.366701234990387e-05 0.0 -0.0003067961661145091 -0.0 0.0 0.0 0.0 0.0025868434450241843 -0.3814002206771766 0.6941391848279442 1.5712594559114752 0.005489134366222061 0.005288218857658046
